Data de acesso ,Nome,Genero,Idade,Etinia,Estado/Pais,Livre/Guiada,Cùpula,Hora,Mês
1/2/2026,Davi Lucca Fogaça,Masculino,60 - +,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Heloísa Ribeiro,Feminino,60 - +,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Larissa da Conceição,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Daniel da Mota,Feminino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Sra. Gabriela Castro,Masculino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Ana Julia Santos,Masculino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Ana Cunha,Masculino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Raul Barros,Masculino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dr. Kevin Castro,Feminino,60  +,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dr. Diego Caldeira,Feminino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Yasmin da Cunha,Feminino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Marina da Mota,Feminino,0-12,Outro,DF,LIVRE,NÃO,,
1/2/2026,Sabrina Viana,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Ana Vitória Ribeiro,Masculino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,João Guilherme Caldeira,Masculino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Raul Campos,Feminino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dr. Guilherme Pinto,Feminino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Luiz Henrique Silva,Feminino,0-12,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Maria Alice das Neves,Masculino,18-59,Negro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dr. Daniel da Luz,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Esther Cardoso,Feminino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Carolina Moura,Masculino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Breno Fernandes,Feminino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Marina Cardoso,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dr. Pedro Henrique Barros,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Leonardo da Rocha,Feminino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Srta. Ana Vitória Souza,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dr. Heitor Ramos,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Sr. Luiz Miguel Nascimento,Feminino,18-59,Outro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dr. Luiz Felipe Gomes,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dr. João Guilherme Vieira,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Esther Nascimento,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Kamilly da Rocha,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dra. Gabriela Viana,Feminino,18-59,Negro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Srta. Maria Eduarda da Rocha,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Renan da Rocha,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Davi Nunes,Feminino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Daniel Rezende,Masculino,18-59,Negro,Outros Estados,LIVRE,NÃO,,
1/2/2026,Enrico Carvalho,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Thiago Duarte,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Maria Sophia Pinto,Feminino,13-17,Branco,DF,LIVRE,NÃO,,
1/2/2026,Sr. Enzo Gabriel Freitas,Feminino,13-17,Branco,DF,LIVRE,NÃO,,
1/2/2026,Sra. Nicole Vieira,Feminino,13-17,Branco,DF,LIVRE,NÃO,,
1/2/2026,Enrico Cunha,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Srta. Laís Moura,Masculino,13-17,Branco,DF,LIVRE,NÃO,,
1/2/2026,Igor Rezende,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Thiago Farias,Masculino,13-17,Branco,DF,LIVRE,NÃO,,
1/2/2026,Alexandre da Rocha,Masculino,13-17,Branco,DF,LIVRE,NÃO,,
1/2/2026,Cecília Campos,Feminino,13-17,Branco,DF,LIVRE,NÃO,,
1/2/2026,Rebeca Barros,Masculino,13-17,Branco,DF,LIVRE,NÃO,,
1/2/2026,Mariane Gonçalves,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Agatha Monteiro,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Antônio da Rosa,Masculino,60 - +,Branco,DF,LIVRE,NÃO,,
1/2/2026,Enrico Rodrigues,Feminino,60 - +,Branco,DF,LIVRE,NÃO,,
1/2/2026,Diego Almeida,Feminino,60 - +,Branco,DF,LIVRE,NÃO,,
1/2/2026,Dr. Levi Melo,Feminino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Thales Jesus,Feminino,60 - +,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Isis da Cruz,Masculino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Luigi Gomes,Masculino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Maria Vitória Oliveira,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Lorenzo Aragão,Masculino,18-59,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Ian Pereira,Masculino,0-12,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Luiz Otávio Souza,Masculino,0-12,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Luana Fogaça,Masculino,0-12,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Dra. Juliana Cunha,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Leandro Dias,Feminino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Marina Pires,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Kamilly Souza,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Vinicius da Rocha,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Otávio Nogueira,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Ana Vitória Gomes,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Sarah Novaes,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Eloah Fogaça,Masculino,60 - +,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Luiz Otávio Rezende,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Mariana da Conceição,Feminino,18-59,Branco,Outros Paises,LIVRE,NÃO,,
1/2/2026,Calebe Farias,Masculino,18-59,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Clara Fernandes,Masculino,18-59,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Samuel Pereira,Feminino,60 - +,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Lorenzo Campos,Masculino,18-59,Outros,DF,GUIADA,NÃO,,
1/2/2026,Dr. Renan Pires,Masculino,18-59,Outros,DF,GUIADA,NÃO,,
1/2/2026,Laura Sales,Feminino,18-59,Outros,DF,GUIADA,NÃO,,
1/2/2026,Ana Sophia da Cunha,Feminino,0-12,Outros,DF,GUIADA,NÃO,,
1/2/2026,Carlos Eduardo da Mota,Feminino,13-17,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Guilherme Ramos,Feminino,18-59,Negro,Outros Estados,GUIADA,NÃO,,
1/2/2026,João da Paz,Feminino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Henrique Santos,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Marcelo Silveira,Feminino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Marcela Porto,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Maria Fernanda Cardoso,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Lívia Ribeiro,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Ian Ribeiro,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Raquel da Cunha,Masculino,0-12,Outros,Outros Estados,GUIADA,NÃO,,
1/2/2026,Yasmin Lima,Feminino,18-59,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Agatha da Rocha,Feminino,18-59,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Brenda Duarte,Feminino,18-59,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Gustavo Henrique Gonçalves,Feminino,18-59,Branco,Outros Estados,GUIADA,NÃO,,
1/2/2026,Isis da Rocha,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Guilherme Costela,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Lucas Gabriel Melo,Masculino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Paulo Porto,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Dra. Emanuella Carvalho,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/2/2026,Sr. Luigi da Rocha,Masculino,13-17,Outros,DF,GUIADA,NÃO,,
1/2/2026,Eduarda Souza,Masculino,18-59,Outros,DF,GUIADA,NÃO,,
1/2/2026,Isabelly Rodrigues,Feminino,18-59,Outros,DF,GUIADA,NÃO,,
1/2/2026,Manuela Correia,Masculino,18-59,Branco,DF,GUIADA,NÃO,,
1/2/2026,Nathan Almeida,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Isadora Castro,Masculino,18-59,Branco,DF,GUIADA,NÃO,,
1/2/2026,Ana Lívia Cunha,Masculino,18-59,Branco,DF,GUIADA,NÃO,,
1/2/2026,Enzo Gabriel Jesus,Masculino,13-17,Branco,DF,GUIADA,NÃO,,
1/2/2026,Benício da Mata,Feminino,60 - +,Branco,DF,LIVRE,NÃO,,
1/2/2026,Júlia Martins,Feminino,18-59,Negro,DF,GUIADA,NÃO,,
1/2/2026,Laís Nunes,Masculino,18-59,Negro,Outros Estados,GUIADA,NÃO,,
1/2/2026,Marcela Moura,Feminino,18-59,Outros,DF,GUIADA,NÃO,,
1/2/2026,Ana Laura Nunes,Feminino,18-59,Outros,DF,GUIADA,NÃO,18:00,
1/2/2026,Ana Clara Gonçalves,Feminino,0-12,Outros,DF,GUIADA,NÃO,18:00,
1/2/2026,Cecília Correia,Masculino,18-59,Outros,DF,GUIADA,NÃO,18:00,
1/2/2026,Sr. João Gabriel Barros,Masculino,18-59,Outros,Outros Estados,GUIADA,NÃO,,
1/2/2026,Cecília Campos,Masculino,18-59,Outros,Outros Estados,GUIADA,NÃO,,
1/2/2026,Gustavo Henrique Nascimento,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,João da Luz,Masculino,13-17,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Luiz Henrique Barros,Feminino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Luiz Fernando Campos,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Juan Carvalho,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Nicolas Fernandes,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Stella Santos,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/2/2026,Henrique Jesus,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Lívia Gomes,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Dra. Maria Sophia Ramos,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Davi Lucas Freitas,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Lucas Gabriel Barros,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Bárbara Caldeira,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Gustavo Teixeira,Masculino,60 - +,Branco,DF,LIVRE,NÃO,,
1/2/2026,Rafael Gomes,Feminino,60 - +,Branco,DF,LIVRE,NÃO,,
1/2/2026,Emanuel das Neves,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Sophia Lopes,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,João Felipe Almeida,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/2/2026,Valentina Moraes,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/2/2026,Ana Júlia Oliveira,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Gabriela Fogaça,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Diego Rezende,Feminino,60 - +,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Ryan Cunha,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Sra. Ana Beatriz Monteiro,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Sra. Bárbara Freitas,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Heloísa da Cruz,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Sra. Stella Santos,Feminino,13-17,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dra. Ana Julia Ribeiro,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/2/2026,Ana Beatriz Barros,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Nicole Ramos,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Thales Nogueira,Feminino,18-59,Branco,DF,LIVRE,NÃO,18:00,
1/2/2026,Laura Martins,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/2/2026,Sra. Mariana Souza,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Anthony Fogaça,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/2/2026,Isabel Alves,Masculino,13-17,Branco,DF,LIVRE,NÃO,,
1/2/2026,Heloísa Carvalho,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Maria Eduarda Farias,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Augusto Barros,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Clara Teixeira,Feminino,18-59,Negro,DF,LIVRE,NÃO,,
1/2/2026,Caroline Almeida,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Sr. Diogo Aragão,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Pedro da Luz,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Ana Clara Ramos,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Nathan Farias,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Caroline Sales,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Sr. Pedro Miguel Barbosa,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Ana Clara Fogaça,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Eloah Fogaça,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Thomas Freitas,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Srta. Clarice Novaes,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Henrique Porto,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Marcos Vinicius Fogaça,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Dr. Bruno Nogueira,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,João Miguel Viana,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Sr. Bryan Costa,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Mirella Porto,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Maria Cecília Dias,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/2/2026,Theo Silva,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Srta. Maysa Viana,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Emanuella Monteiro,Masculino,13-17,Outros,DF,LIVRE,NÃO,,
1/2/2026,Clarice Cardoso,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Maria Cecília da Luz,Masculino,18-59,Negro,DF,LIVRE,NÃO,,
1/2/2026,Arthur da Conceição,Masculino,0-12,Outros,DF,LIVRE,NÃO,18:00,
1/2/2026,Olivia da Paz,Feminino,0-12,Outros,DF,LIVRE,NÃO,18:00,
1/2/2026,Sr. Luiz Miguel Rezende,Masculino,18-59,Outros,DF,LIVRE,NÃO,18:00,
1/2/2026,Laís Melo,Feminino,0-12,Outros,DF,LIVRE,NÃO,,
1/2/2026,Luigi Ribeiro,Feminino,0-12,Outros,DF,LIVRE,NÃO,,
1/2/2026,Pedro Cardoso,Feminino,0-12,Outros,DF,LIVRE,NÃO,,
1/2/2026,André Araújo,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/2/2026,Luiz Miguel Cardoso,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Cauê da Cunha,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Eloah Aragão,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/2/2026,Maria Clara Monteiro,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Yuri Lima,Feminino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/2/2026,Bárbara Melo,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
